transaction_id,amount,payment_method,failure_reason,customer_id,customer_transaction_count,customer_success_rate,customer_failure_rate,customer_total_spend,average_order_value,previous_retry_count,time_since_last_success,hour_of_day,day_of_week,merchant_success_rate,payment_method_success_rate,recent_failure_rate,recoverable,recovery_probability
tx_004507,38085243,upi,network_error,cust_00155,16,0.9375,0.0625,235178.31,14698.64,2,117,19,6,0.9009,0.8039,0.0882,1,0.692
tx_004508,2341960,wallet,card_declined,cust_00413,39,0.8718,0.1282,80439.1,2062.54,5,154,2,4,0.9009,0.9274,0.1523,0,0.02
tx_004509,39761711,card,authentication_failed,cust_00470,9,1.0,0.0,210617.59,23401.95,3,175,10,4,0.9009,0.969,0.0686,0,0.3005
tx_004510,31351894,netbanking,network_error,cust_00482,17,1.0,0.0,156684.39,9216.73,2,97,22,1,0.9009,0.819,0.0931,1,0.4867
tx_004511,4738107,netbanking,card_declined,cust_00196,17,0.8824,0.1176,231901.38,13641.26,5,5,13,0,0.9009,0.819,0.2481,0,0.0254
tx_004512,4377679,emi,network_error,cust_00405,11,0.9091,0.0909,141241.74,12840.16,2,57,8,2,0.9009,0.8416,0.0576,0,0.4211
tx_004513,34120794,netbanking,authentication_failed,cust_00119,32,0.9688,0.0312,150098.56,4690.58,5,89,10,3,0.9009,0.819,0.0955,1,0.3089
tx_004514,21465487,card,card_declined,cust_00102,41,0.6585,0.3415,66982.6,1633.72,0,115,4,3,0.9009,0.969,0.293,0,0.02
tx_004515,43415555,wallet,user_cancelled,cust_00417,4,0.75,0.25,155082.53,38770.63,3,21,6,3,0.9009,0.9274,0.3143,0,0.0339
tx_004516,42748433,wallet,insufficient_funds,cust_00409,50,0.92,0.08,15341.93,306.84,0,168,18,2,0.9009,0.9274,0.0716,0,0.3489
tx_004517,38951420,wallet,temporary_timeout,cust_00251,52,0.6923,0.3077,57449.09,1104.79,5,123,19,1,0.9009,0.9274,0.5488,0,0.4859
tx_004518,32774639,netbanking,network_error,cust_00229,57,0.5263,0.4737,135443.73,2376.21,2,135,18,2,0.9009,0.819,0.4965,0,0.3678
tx_004519,46813215,upi,authentication_failed,cust_00378,20,1.0,0.0,115571.62,5778.58,5,57,14,1,0.9009,0.8039,0.0,1,0.4988
tx_004520,34394903,wallet,gateway_degradation,cust_00386,51,0.902,0.098,9192.17,180.24,0,139,6,1,0.9009,0.9274,0.166,1,0.5788
tx_004521,23596682,netbanking,gateway_degradation,cust_00064,5,0.6,0.4,38744.44,7748.89,4,149,8,6,0.9009,0.819,0.3561,0,0.3405
tx_004522,37053481,emi,card_declined,cust_00239,26,0.5769,0.4231,238859.68,9186.91,0,117,13,5,0.9009,0.8416,0.4967,0,0.02
tx_004523,45834406,netbanking,temporary_timeout,cust_00405,11,0.9091,0.0909,141241.74,12840.16,3,57,4,6,0.9009,0.819,0.0449,1,0.4419
tx_004524,40657160,wallet,network_error,cust_00177,45,0.9556,0.0444,160401.71,3564.48,4,70,18,0,0.9009,0.9274,0.0,1,0.5875
tx_004525,22783888,emi,network_error,cust_00245,28,0.75,0.25,75866.86,2709.53,1,38,16,6,0.9009,0.8416,0.4052,0,0.3462
tx_004526,36684851,netbanking,authentication_failed,cust_00258,18,0.8333,0.1667,154970.21,8609.46,2,153,17,6,0.9009,0.819,0.1193,1,0.2655
tx_004527,43167127,upi,gateway_degradation,cust_00386,51,0.902,0.098,9192.17,180.24,1,139,23,4,0.9009,0.8039,0.0432,1,0.6482
tx_004528,15615447,wallet,user_cancelled,cust_00497,43,0.9535,0.0465,195548.38,4547.64,3,117,8,4,0.9009,0.9274,0.0,1,0.1537
tx_004529,47971762,card,network_error,cust_00199,43,0.7442,0.2558,155279.25,3611.15,4,176,2,4,0.9009,0.969,0.3745,0,0.2841
tx_004530,25102258,emi,gateway_degradation,cust_00498,28,0.8929,0.1071,214129.14,7647.47,3,115,7,3,0.9009,0.8416,0.1413,1,0.3418
tx_004531,2394704,wallet,card_declined,cust_00190,56,0.8929,0.1071,120901.84,2158.96,2,152,0,5,0.9009,0.9274,0.1569,0,0.0406
tx_004532,22330380,emi,card_declined,cust_00434,32,0.9688,0.0312,206784.08,6462.0,4,47,4,2,0.9009,0.8416,0.0,0,0.0565
tx_004533,16652014,emi,network_error,cust_00274,21,0.9048,0.0952,209143.17,9959.2,4,119,8,6,0.9009,0.8416,0.0698,1,0.3871
tx_004534,33561819,upi,gateway_degradation,cust_00309,23,0.8261,0.1739,183914.79,7996.3,4,105,5,6,0.9009,0.8039,0.3451,1,0.5445
tx_004535,3746352,card,gateway_degradation,cust_00044,27,0.9259,0.0741,147933.42,5479.02,2,63,7,1,0.9009,0.969,0.1128,1,0.3548
tx_004536,40560261,upi,authentication_failed,cust_00325,6,0.6667,0.3333,100412.59,16735.43,0,84,10,3,0.9009,0.8039,0.1955,0,0.3912
tx_004537,1183292,wallet,network_error,cust_00368,42,0.881,0.119,29368.19,699.24,2,139,19,0,0.9009,0.9274,0.0836,1,0.5441
tx_004538,28738757,emi,user_cancelled,cust_00333,52,0.8846,0.1154,114836.38,2208.39,5,12,3,1,0.9009,0.8416,0.1044,0,0.0227
tx_004539,31335134,card,gateway_degradation,cust_00066,18,0.8889,0.1111,194462.51,10803.47,5,56,23,5,0.9009,0.969,0.0,0,0.313
tx_004540,16948544,wallet,insufficient_funds,cust_00049,51,0.9216,0.0784,5892.21,115.53,0,79,23,2,0.9009,0.9274,0.1154,0,0.3284
tx_004541,21421137,card,network_error,cust_00392,19,0.8947,0.1053,55187.71,2904.62,0,66,22,0,0.9009,0.969,0.0808,1,0.4535
tx_004542,25191855,wallet,card_declined,cust_00120,51,0.8235,0.1765,29717.34,582.69,3,22,7,6,0.9009,0.9274,0.203,0,0.02
tx_004543,42633246,netbanking,gateway_degradation,cust_00115,56,0.7857,0.2143,63719.15,1137.84,2,170,20,0,0.9009,0.819,0.2284,0,0.3558
tx_004544,30181585,wallet,temporary_timeout,cust_00393,39,0.8718,0.1282,30168.13,773.54,4,135,9,6,0.9009,0.9274,0.1391,0,0.5326
tx_004545,33214424,card,gateway_degradation,cust_00493,55,0.9091,0.0909,17173.03,312.24,0,76,19,1,0.9009,0.969,0.1053,1,0.4438
tx_004546,9300794,emi,user_cancelled,cust_00406,50,0.94,0.06,766.33,15.33,1,12,5,4,0.9009,0.8416,0.0,0,0.1427
tx_004547,3227357,upi,insufficient_funds,cust_00444,15,0.7333,0.2667,240913.19,16060.88,4,173,13,6,0.9009,0.8039,0.3056,0,0.2269
tx_004548,39025161,wallet,authentication_failed,cust_00237,16,0.9375,0.0625,225687.22,14105.45,0,146,2,6,0.9009,0.9274,0.0,0,0.4377
tx_004549,12252182,card,gateway_degradation,cust_00217,37,0.8108,0.1892,59795.76,1616.1,4,121,2,4,0.9009,0.969,0.2131,0,0.2679
tx_004550,49662764,upi,authentication_failed,cust_00174,15,0.6,0.4,30358.3,2023.89,2,108,4,4,0.9009,0.8039,0.3644,0,0.3405
tx_004551,44665089,card,network_error,cust_00414,16,0.875,0.125,89663.72,5603.98,5,10,11,5,0.9009,0.969,0.1707,1,0.34
tx_004552,32674244,upi,card_declined,cust_00381,56,0.9643,0.0357,80725.65,1441.53,5,75,8,5,0.9009,0.8039,0.0,0,0.1261
tx_004553,9309361,card,temporary_timeout,cust_00217,37,0.8108,0.1892,59795.76,1616.1,2,121,3,4,0.9009,0.969,0.1619,0,0.3233
tx_004554,39462786,wallet,temporary_timeout,cust_00447,31,0.9677,0.0323,141315.97,4558.58,4,87,7,1,0.9009,0.9274,0.0892,1,0.5763
tx_004555,4339443,netbanking,user_cancelled,cust_00066,18,0.8889,0.1111,194462.51,10803.47,5,56,0,1,0.9009,0.819,0.1305,0,0.0318
tx_004556,21585609,upi,user_cancelled,cust_00273,43,0.2326,0.7674,148844.62,3461.5,4,10,15,4,0.9009,0.8039,0.8768,0,0.06
tx_004557,46518088,netbanking,insufficient_funds,cust_00494,15,0.9333,0.0667,159583.44,10638.9,1,41,1,4,0.9009,0.819,0.0485,0,0.2368
tx_004558,5413090,emi,temporary_timeout,cust_00118,41,0.6829,0.3171,191098.89,4660.95,1,94,12,4,0.9009,0.8416,0.4431,1,0.3584
tx_004559,14126823,wallet,gateway_degradation,cust_00145,8,0.875,0.125,126380.48,15797.56,4,23,4,2,0.9009,0.9274,0.1963,0,0.4381
tx_004560,26672562,netbanking,card_declined,cust_00385,31,0.871,0.129,629.43,20.3,2,10,23,4,0.9009,0.819,0.0,0,0.042
tx_004561,6099630,netbanking,authentication_failed,cust_00373,14,0.7857,0.2143,28405.28,2028.95,4,119,6,4,0.9009,0.819,0.3428,0,0.206
tx_004562,44407109,card,insufficient_funds,cust_00047,27,0.9259,0.0741,143146.15,5301.71,4,168,19,1,0.9009,0.969,0.0356,0,0.1844
tx_004563,16093897,upi,gateway_degradation,cust_00485,29,0.1379,0.8621,109741.47,3784.19,2,41,14,2,0.9009,0.8039,0.66,1,0.54
tx_004564,13924799,emi,authentication_failed,cust_00055,19,0.6842,0.3158,202158.74,10639.93,4,149,10,1,0.9009,0.8416,0.3238,0,0.1776
tx_004565,11625178,emi,card_declined,cust_00350,11,0.3636,0.6364,69150.56,6286.41,4,24,18,4,0.9009,0.8416,0.526,0,0.02
tx_004566,24882474,card,gateway_degradation,cust_00322,10,0.8,0.2,138826.93,13882.69,2,30,19,4,0.9009,0.969,0.2542,0,0.2858
tx_004567,15833164,card,gateway_degradation,cust_00000,39,0.7949,0.2051,214720.18,5505.65,2,79,2,5,0.9009,0.969,0.3098,1,0.2674
tx_004568,40469814,emi,network_error,cust_00282,11,0.6364,0.3636,37768.85,3433.53,4,123,14,2,0.9009,0.8416,0.4366,0,0.3263
tx_004569,15534874,card,gateway_degradation,cust_00208,16,1.0,0.0,198523.7,12407.73,5,74,10,5,0.9009,0.969,0.0,0,0.4165
tx_004570,43964451,emi,card_declined,cust_00435,12,1.0,0.0,167402.44,13950.2,0,107,14,4,0.9009,0.8416,0.0,0,0.1725
tx_004571,19937298,wallet,card_declined,cust_00085,50,0.96,0.04,26766.88,535.34,1,147,15,6,0.9009,0.9274,0.0433,0,0.1816
tx_004572,14086840,upi,gateway_degradation,cust_00403,16,0.3125,0.6875,206739.57,12921.22,0,136,11,2,0.9009,0.8039,0.7314,1,0.5401
tx_004573,19770341,emi,gateway_degradation,cust_00115,56,0.7857,0.2143,63719.15,1137.84,0,170,19,2,0.9009,0.8416,0.2226,1,0.4054
tx_004574,24193890,wallet,authentication_failed,cust_00447,31,0.9677,0.0323,141315.97,4558.58,3,87,16,4,0.9009,0.9274,0.0,1,0.4162
tx_004575,22379431,card,authentication_failed,cust_00016,38,0.9474,0.0526,50377.1,1325.71,3,26,1,5,0.9009,0.969,0.1243,0,0.2052
tx_004576,47874269,upi,card_declined,cust_00156,28,0.8571,0.1429,101306.58,3618.09,3,91,4,6,0.9009,0.8039,0.1416,0,0.0379
tx_004577,27271616,card,network_error,cust_00021,35,0.7714,0.2286,138618.06,3960.52,1,114,20,0,0.9009,0.969,0.2478,1,0.3182
tx_004578,22857399,card,temporary_timeout,cust_00004,25,0.76,0.24,111131.84,4445.27,3,148,10,4,0.9009,0.969,0.2877,0,0.3165
tx_004579,32882832,card,authentication_failed,cust_00180,57,0.8421,0.1579,209847.9,3681.54,0,100,1,0,0.9009,0.969,0.179,1,0.2613
tx_004580,5221188,upi,network_error,cust_00223,32,0.6875,0.3125,143930.55,4497.83,5,25,5,2,0.9009,0.8039,0.1868,0,0.5818
tx_004581,6606814,wallet,insufficient_funds,cust_00242,35,0.8857,0.1143,114051.9,3258.63,4,12,21,4,0.9009,0.9274,0.1175,0,0.2028
tx_004582,6046212,emi,insufficient_funds,cust_00451,44,0.6364,0.3636,6480.6,147.29,4,157,16,4,0.9009,0.8416,0.3157,1,0.1021
tx_004583,11713991,emi,temporary_timeout,cust_00315,52,0.6154,0.3846,212908.0,4094.38,1,128,18,0,0.9009,0.8416,0.5035,0,0.3521
tx_004584,19672670,upi,insufficient_funds,cust_00162,10,0.9,0.1,143328.25,14332.83,5,41,6,0,0.9009,0.8039,0.0534,0,0.2622
tx_004585,34934219,emi,insufficient_funds,cust_00210,27,0.963,0.037,9724.2,360.16,2,148,20,1,0.9009,0.8416,0.1741,0,0.1993
tx_004586,21521329,upi,user_cancelled,cust_00334,27,0.5926,0.4074,158254.56,5861.28,4,28,1,5,0.9009,0.8039,0.3448,0,0.0602
tx_004587,23763431,netbanking,gateway_degradation,cust_00164,37,0.7568,0.2432,196964.34,5323.36,1,57,15,1,0.9009,0.819,0.167,0,0.4008
tx_004588,42887648,emi,network_error,cust_00386,51,0.902,0.098,9192.17,180.24,2,139,14,5,0.9009,0.8416,0.0912,0,0.448
tx_004589,27568731,emi,card_declined,cust_00279,10,0.8,0.2,128888.47,12888.85,3,76,12,3,0.9009,0.8416,0.1331,0,0.02
tx_004590,25989027,netbanking,authentication_failed,cust_00400,45,0.9333,0.0667,207222.46,4604.94,0,99,12,3,0.9009,0.819,0.0668,0,0.3939
tx_004591,41667890,netbanking,insufficient_funds,cust_00255,56,0.1071,0.8929,8305.24,148.31,2,34,10,0,0.9009,0.819,0.7713,0,0.12
tx_004592,39904572,wallet,card_declined,cust_00166,57,0.8947,0.1053,184308.07,3233.47,4,92,5,4,0.9009,0.9274,0.1048,0,0.0343
tx_004593,12156408,card,authentication_failed,cust_00434,32,0.9688,0.0312,206784.08,6462.0,4,47,5,2,0.9009,0.969,0.0,0,0.2479
tx_004594,45901951,wallet,user_cancelled,cust_00245,28,0.75,0.25,75866.86,2709.53,0,38,15,2,0.9009,0.9274,0.2618,0,0.141
tx_004595,20551417,upi,user_cancelled,cust_00384,20,0.85,0.15,133693.08,6684.65,2,28,7,3,0.9009,0.8039,0.0828,0,0.1064
tx_004596,36581848,card,gateway_degradation,cust_00061,3,0.6667,0.3333,165584.49,55194.83,4,139,19,1,0.9009,0.969,0.3856,0,0.2617
tx_004597,23810183,emi,card_declined,cust_00054,15,0.6,0.4,138935.69,9262.38,5,7,16,6,0.9009,0.8416,0.485,0,0.02
tx_004598,7785552,netbanking,temporary_timeout,cust_00310,51,0.6471,0.3529,101511.31,1990.42,1,67,4,4,0.9009,0.819,0.2597,0,0.3983
tx_004599,9597551,netbanking,card_declined,cust_00342,43,0.9767,0.0233,184758.42,4296.71,1,66,16,5,0.9009,0.819,0.1046,0,0.1596
tx_004600,106929,netbanking,user_cancelled,cust_00218,32,0.9688,0.0312,213409.5,6669.05,2,63,22,2,0.9009,0.819,0.1428,0,0.0984
tx_004601,6532838,upi,user_cancelled,cust_00487,26,0.7308,0.2692,80523.16,3097.04,0,33,11,0,0.9009,0.8039,0.3711,0,0.1134
tx_004602,28621225,wallet,temporary_timeout,cust_00045,10,0.9,0.1,120834.71,12083.47,4,172,17,2,0.9009,0.9274,0.0233,1,0.5907
tx_004603,27538208,card,insufficient_funds,cust_00077,2,1.0,0.0,149212.62,74606.31,4,173,17,5,0.9009,0.969,0.0182,0,0.2411
tx_004604,23815056,upi,temporary_timeout,cust_00239,26,0.5769,0.4231,238859.68,9186.91,2,117,22,5,0.9009,0.8039,0.409,1,0.6204
tx_004605,8598642,wallet,insufficient_funds,cust_00134,33,0.9697,0.0303,249260.15,7553.34,3,20,18,5,0.9009,0.9274,0.1952,0,0.2651
tx_004606,30894376,emi,insufficient_funds,cust_00094,15,0.8667,0.1333,143022.55,9534.84,3,45,8,1,0.9009,0.8416,0.2272,0,0.1268
tx_004607,15784136,card,insufficient_funds,cust_00181,39,0.8462,0.1538,112337.28,2880.44,2,26,9,1,0.9009,0.969,0.1542,0,0.1397
tx_004608,38338735,emi,card_declined,cust_00351,18,0.8889,0.1111,168846.77,9380.38,1,51,23,0,0.9009,0.8416,0.0,0,0.0899
tx_004609,13958072,wallet,user_cancelled,cust_00334,27,0.5926,0.4074,158254.56,5861.28,3,28,4,3,0.9009,0.9274,0.5421,1,0.0301
tx_004610,7928977,upi,card_declined,cust_00015,50,0.96,0.04,72437.86,1448.76,5,70,9,2,0.9009,0.8039,0.0948,1,0.1102
tx_004611,17711577,wallet,user_cancelled,cust_00446,35,0.8,0.2,25725.99,735.03,5,68,0,3,0.9009,0.9274,0.2021,0,0.0371
tx_004612,41571011,wallet,gateway_degradation,cust_00459,53,0.9811,0.0189,107542.02,2029.09,0,114,4,5,0.9009,0.9274,0.0,0,0.6089
tx_004613,9669172,emi,temporary_timeout,cust_00451,44,0.6364,0.3636,6480.6,147.29,5,157,13,3,0.9009,0.8416,0.4626,0,0.351
tx_004614,8190472,upi,network_error,cust_00036,27,0.5926,0.4074,114216.18,4230.23,4,162,0,5,0.9009,0.8039,0.2076,0,0.5805
tx_004615,48295888,netbanking,user_cancelled,cust_00132,27,0.8148,0.1852,114907.75,4255.84,3,53,4,0,0.9009,0.819,0.2625,0,0.02
tx_004616,16259116,wallet,network_error,cust_00093,33,0.9697,0.0303,45783.85,1387.39,5,8,22,2,0.9009,0.9274,0.158,0,0.5164
tx_004617,31993342,netbanking,insufficient_funds,cust_00397,12,0.9167,0.0833,243911.11,20325.93,5,157,0,6,0.9009,0.819,0.0,0,0.1695
tx_004618,37330545,emi,insufficient_funds,cust_00224,51,0.9804,0.0196,149005.6,2921.68,3,126,4,1,0.9009,0.8416,0.1962,0,0.1523
tx_004619,7455066,card,authentication_failed,cust_00269,48,0.875,0.125,247947.73,5165.58,3,91,12,6,0.9009,0.969,0.043,1,0.2526
tx_004620,18158955,wallet,insufficient_funds,cust_00029,43,0.6977,0.3023,125510.67,2918.85,5,29,5,6,0.9009,0.9274,0.2189,0,0.1622
tx_004621,42281000,netbanking,insufficient_funds,cust_00314,39,0.6154,0.3846,112739.9,2890.77,2,75,0,4,0.9009,0.819,0.381,0,0.1205
tx_004622,15859378,emi,card_declined,cust_00063,2,0.5,0.5,60622.16,30311.08,0,168,14,4,0.9009,0.8416,0.4366,0,0.02
tx_004623,2429281,emi,insufficient_funds,cust_00397,12,0.9167,0.0833,243911.11,20325.93,0,157,13,0,0.9009,0.8416,0.0635,0,0.2909
tx_004624,39684831,wallet,insufficient_funds,cust_00233,51,0.6471,0.3529,80961.84,1587.49,2,44,18,6,0.9009,0.9274,0.4483,0,0.162
tx_004625,6246536,upi,insufficient_funds,cust_00190,56,0.8929,0.1071,120901.84,2158.96,4,152,20,5,0.9009,0.8039,0.0767,0,0.2718
tx_004626,35810971,emi,network_error,cust_00255,56,0.1071,0.8929,8305.24,148.31,5,34,18,3,0.9009,0.8416,1.0,0,0.325
tx_004627,19171534,card,authentication_failed,cust_00455,56,0.7143,0.2857,35336.1,631.0,4,39,22,2,0.9009,0.969,0.3368,0,0.1496
tx_004628,3172034,upi,user_cancelled,cust_00321,12,0.1667,0.8333,120766.67,10063.89,2,171,7,4,0.9009,0.8039,0.7964,1,0.06
tx_004629,20708162,wallet,temporary_timeout,cust_00323,11,0.6364,0.3636,7998.62,727.15,3,46,7,4,0.9009,0.9274,0.1874,0,0.4873
tx_004630,24088176,upi,card_declined,cust_00326,40,0.925,0.075,247156.67,6178.92,0,34,21,5,0.9009,0.8039,0.0,0,0.2034
tx_004631,34253992,netbanking,insufficient_funds,cust_00308,6,0.6667,0.3333,40497.85,6749.64,0,46,7,0,0.9009,0.819,0.41,0,0.1324
tx_004632,22880713,upi,gateway_degradation,cust_00318,6,1.0,0.0,194451.0,32408.5,0,159,14,3,0.9009,0.8039,0.0627,1,0.7364
tx_004633,27573132,card,network_error,cust_00069,58,0.9483,0.0517,126829.32,2186.71,4,22,1,2,0.9009,0.969,0.1121,0,0.336
tx_004634,12724092,upi,gateway_degradation,cust_00198,26,0.1154,0.8846,175906.85,6765.65,0,50,19,4,0.9009,0.8039,1.0,1,0.54
tx_004635,43722704,card,user_cancelled,cust_00338,34,0.9118,0.0882,169684.47,4990.72,4,32,11,2,0.9009,0.969,0.0999,0,0.0878
tx_004636,9719694,wallet,network_error,cust_00118,41,0.6829,0.3171,191098.89,4660.95,0,94,20,2,0.9009,0.9274,0.4151,1,0.4739
tx_004637,22194255,wallet,user_cancelled,cust_00127,22,0.5,0.5,120102.71,5459.21,3,140,12,4,0.9009,0.9274,0.6585,0,0.0301
tx_004638,4000285,card,authentication_failed,cust_00075,30,0.9667,0.0333,139021.91,4634.06,1,5,12,6,0.9009,0.969,0.0821,0,0.3299
tx_004639,2968519,emi,authentication_failed,cust_00401,28,0.9643,0.0357,12840.05,458.57,5,5,6,2,0.9009,0.8416,0.2575,0,0.2118
tx_004640,31612703,emi,network_error,cust_00252,16,0.875,0.125,12618.04,788.63,0,167,8,4,0.9009,0.8416,0.0646,1,0.4957
tx_004641,34204732,wallet,authentication_failed,cust_00401,28,0.9643,0.0357,12840.05,458.57,5,5,19,5,0.9009,0.9274,0.1286,0,0.3541
tx_004642,4189281,netbanking,card_declined,cust_00270,55,0.5455,0.4545,248274.6,4514.08,0,3,3,3,0.9009,0.819,0.3351,0,0.02
tx_004643,20501854,wallet,temporary_timeout,cust_00033,23,0.5217,0.4783,175076.93,7612.04,2,163,8,6,0.9009,0.9274,0.4734,0,0.4853
tx_004644,3840957,wallet,temporary_timeout,cust_00100,44,0.9545,0.0455,134248.97,3051.11,1,25,21,0,0.9009,0.9274,0.0574,1,0.6432
tx_004645,8876144,wallet,temporary_timeout,cust_00088,36,0.9722,0.0278,71537.66,1987.16,1,30,17,5,0.9009,0.9274,0.0488,1,0.6677
tx_004646,35370199,wallet,authentication_failed,cust_00050,2,1.0,0.0,35492.15,17746.07,2,161,21,0,0.9009,0.9274,0.0,0,0.4135
tx_004647,41562796,emi,authentication_failed,cust_00077,2,1.0,0.0,149212.62,74606.31,1,173,19,3,0.9009,0.8416,0.0,0,0.3585
tx_004648,9616919,wallet,gateway_degradation,cust_00394,21,0.8571,0.1429,44248.95,2107.09,3,32,6,4,0.9009,0.9274,0.0,0,0.471
tx_004649,16787901,netbanking,network_error,cust_00450,14,0.7857,0.2143,71457.09,5104.08,1,150,3,4,0.9009,0.819,0.1809,1,0.3894
tx_004650,44846124,upi,network_error,cust_00060,14,0.5,0.5,129955.16,9282.51,2,160,2,6,0.9009,0.8039,0.5147,0,0.5801
tx_004651,3077306,upi,authentication_failed,cust_00078,44,0.9773,0.0227,117111.71,2661.63,1,144,16,2,0.9009,0.8039,0.0,0,0.5254
tx_004652,16096490,emi,network_error,cust_00253,52,0.9231,0.0769,38038.28,731.51,1,128,17,0,0.9009,0.8416,0.0615,0,0.4895
tx_004653,26254164,netbanking,temporary_timeout,cust_00350,11,0.3636,0.6364,69150.56,6286.41,3,24,9,4,0.9009,0.819,0.5149,1,0.395
tx_004654,9508161,card,temporary_timeout,cust_00035,47,0.9574,0.0426,68424.27,1455.84,4,81,5,2,0.9009,0.969,0.0035,1,0.3977
tx_004655,24283397,wallet,network_error,cust_00086,29,0.1379,0.8621,36970.22,1274.84,3,107,19,2,0.9009,0.9274,0.9572,0,0.4525
tx_004656,27392116,card,authentication_failed,cust_00193,35,0.2571,0.7429,133087.05,3802.49,3,90,7,1,0.9009,0.969,0.8277,0,0.1475
tx_004657,31837548,card,gateway_degradation,cust_00285,53,0.3208,0.6792,219652.25,4144.38,1,132,11,4,0.9009,0.969,0.8081,0,0.26
tx_004658,34373754,card,authentication_failed,cust_00279,10,0.8,0.2,128888.47,12888.85,5,76,12,4,0.9009,0.969,0.2248,0,0.1724
tx_004659,22714650,wallet,gateway_degradation,cust_00406,50,0.94,0.06,766.33,15.33,4,12,12,3,0.9009,0.9274,0.0586,0,0.5466
tx_004660,37791064,emi,card_declined,cust_00449,9,0.8889,0.1111,30040.57,3337.84,4,75,7,6,0.9009,0.8416,0.0,0,0.035
tx_004661,11084438,netbanking,insufficient_funds,cust_00254,20,0.1,0.9,229746.39,11487.32,1,25,17,0,0.9009,0.819,0.9429,1,0.12
tx_004662,9563160,upi,card_declined,cust_00071,3,0.3333,0.6667,184876.51,61625.5,5,129,11,3,0.9009,0.8039,0.5024,0,0.02
tx_004663,20405549,netbanking,gateway_degradation,cust_00097,25,0.84,0.16,25228.73,1009.15,1,166,23,2,0.9009,0.819,0.1108,1,0.3984
tx_004664,21537035,wallet,gateway_degradation,cust_00494,15,0.9333,0.0667,159583.44,10638.9,5,41,4,2,0.9009,0.9274,0.0435,1,0.4773
tx_004665,39963378,upi,authentication_failed,cust_00120,51,0.8235,0.1765,29717.34,582.69,4,22,18,0,0.9009,0.8039,0.1493,0,0.3672
tx_004666,22121866,upi,gateway_degradation,cust_00123,49,0.9796,0.0204,67998.47,1387.72,1,137,13,1,0.9009,0.8039,0.0631,1,0.7224
tx_004667,25824916,card,authentication_failed,cust_00292,38,0.6579,0.3421,152380.91,4010.02,4,58,5,3,0.9009,0.969,0.2836,0,0.1487
tx_004668,3992480,netbanking,authentication_failed,cust_00082,18,0.9444,0.0556,93858.92,5214.38,5,74,15,5,0.9009,0.819,0.0468,1,0.3247
tx_004669,15676137,emi,temporary_timeout,cust_00267,9,0.2222,0.7778,148660.72,16517.86,3,160,15,0,0.9009,0.8416,0.7146,0,0.35
tx_004670,11367893,emi,network_error,cust_00355,32,1.0,0.0,171514.22,5359.82,5,72,11,1,0.9009,0.8416,0.0,1,0.4784
tx_004671,26484270,emi,user_cancelled,cust_00445,51,0.8039,0.1961,148771.04,2917.08,3,34,1,5,0.9009,0.8416,0.1173,0,0.02
tx_004672,7872795,netbanking,user_cancelled,cust_00399,56,0.9464,0.0536,183813.92,3282.39,4,52,14,3,0.9009,0.819,0.0189,0,0.1441
tx_004673,15712106,netbanking,card_declined,cust_00321,12,0.1667,0.8333,120766.67,10063.89,3,171,6,6,0.9009,0.819,0.7083,0,0.02
tx_004674,28324342,netbanking,card_declined,cust_00144,49,0.9388,0.0612,10517.75,214.65,5,150,12,5,0.9009,0.819,0.0,0,0.1088
tx_004675,27914131,netbanking,authentication_failed,cust_00029,43,0.6977,0.3023,125510.67,2918.85,5,29,16,6,0.9009,0.819,0.4608,0,0.2044
tx_004676,45716352,netbanking,card_declined,cust_00269,48,0.875,0.125,247947.73,5165.58,5,91,22,6,0.9009,0.819,0.0867,0,0.02
tx_004677,37173436,card,authentication_failed,cust_00311,3,1.0,0.0,52099.98,17366.66,4,139,6,3,0.9009,0.969,0.0,0,0.2742
tx_004678,6681585,upi,gateway_degradation,cust_00045,10,0.9,0.1,120834.71,12083.47,5,172,16,6,0.9009,0.8039,0.1897,0,0.5976
tx_004679,9079997,card,authentication_failed,cust_00160,50,0.9,0.1,147282.41,2945.65,3,39,0,5,0.9009,0.969,0.2236,0,0.1738
tx_004680,26072384,emi,insufficient_funds,cust_00369,28,0.2857,0.7143,48551.41,1733.98,1,179,0,6,0.9009,0.8416,0.6737,0,0.1
tx_004681,24291805,netbanking,temporary_timeout,cust_00281,56,0.9107,0.0893,222469.28,3972.67,2,17,4,4,0.9009,0.819,0.0839,0,0.4517
tx_004682,42976489,upi,insufficient_funds,cust_00300,28,0.3214,0.6786,11770.69,420.38,2,47,15,3,0.9009,0.8039,0.7786,1,0.22
tx_004683,1858430,emi,network_error,cust_00447,31,0.9677,0.0323,141315.97,4558.58,2,87,6,6,0.9009,0.8416,0.0,0,0.4501
tx_004684,2288024,upi,authentication_failed,cust_00029,43,0.6977,0.3023,125510.67,2918.85,1,29,23,3,0.9009,0.8039,0.2709,0,0.3463
tx_004685,49038534,wallet,authentication_failed,cust_00151,23,0.6087,0.3913,46291.54,2012.68,3,17,17,6,0.9009,0.9274,0.5979,1,0.258
tx_004686,35544444,wallet,insufficient_funds,cust_00214,54,0.1296,0.8704,155663.49,2882.66,2,42,4,1,0.9009,0.9274,0.5979,1,0.16
tx_004687,15731474,netbanking,insufficient_funds,cust_00272,26,0.8077,0.1923,155637.11,5986.04,5,96,22,2,0.9009,0.819,0.3043,0,0.1251
